Coast|Dogs not allowed|Established campsites|Fall foilage|Good for kids|Lakes|Mountain views|Old growth|Ridges/passes|Rivers|Summits|Waterfalls|Wildflowers/Meadows|Wildlife|elevation_gain|highest_point|hike_name|lat|long|numReports|number_votes|url|which_pass|super_region|sub_region|total_distance|stars|Backcountry camping permit. Register in person at ranger station (no fee)|Discover Pass|Discover Pass, Sno-Parks Permit|National Monument Fee|National Monument Fee, Sno-Parks Permit|National Park Pass|None|None, Northwest Forest Pass|Northwest Forest Pass|Northwest Forest Pass, Sno-Parks Permit|Oregon State Parks Day-Use|Refuge Entrance Pass|Sno-Parks Permit|Wilderness permit. Self-issue at trailhead (no fee)| Bellingham Area| Blewett Pass| Chinook Pass - Hwy 410| Cle Elum Area| Columbia River Gorge - OR| Columbia River Gorge - WA| Cougar Mountain| Dark Divide| Entiat Mountains/Lake Chelan| Goat Rocks| Grand Coulee| Hood Canal| Kitsap Peninsula| Leavenworth Area| Lewis River Region| Long Beach Area| Methow/Sawtooth| Mount Adams Area| Mount Baker Area| Mount St. Helens| Mountain Loop Highway| NE - Sunrise/White River| NW - Carbon River/Mowich| North Bend Area| North Cascades Highway - Hwy 20| Northern Coast| Okanogan Highlands/Kettle River Range| Olympia| Orcas Island| Pacific Coast| Palouse and Blue Mountains| Pasayten| Potholes Region| SE - Cayuse Pass/Steven's Canyon| SW - Longmire/Paradise| Salmon La Sac/Teanaway| San Juan Islands| Seattle-Tacoma Area| Selkirk Range| Snoqualmie Pass| Spokane Area/Coeur d'Alene| Squak Mountain| Stevens Pass - East| Stevens Pass - West| Tiger Mountain| Tri-Cities| Vancouver Area| Wenatchee| Whidbey Island| White Pass/Cowlitz River Valley| Yakima|NaN|distance_from_median
2799|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Moore Point|||0||https://www.wta.org/go-hiking/hikes/moore-point||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1399|0|1|0|0|0|1|1|0|0|1|0|0|0|0|||Frenchman's Bar |45.6855|-122.7614|0||https://www.wta.org/go-hiking/hikes/frenchmans-bar||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9600.331586236545
1409|1|0|0|0|0|0|0|0|1|0|1|0|0|1|2600.0|879.0|Coast Trail: Mount Maguire Loop|48.3534|-123.70200000000001|0|0.0|https://www.wta.org/go-hiking/hikes/coast-trail-mount-maguire-loop|None|Puget Sound and Islands| San Juan Islands|10.2|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9215.555608636523
1646|0|0|0|0|1|1|0|0|0|0|0|0|0|1|||Potters Pond Fishing and Observation Platform|48.4269|-117.6709|0||https://www.wta.org/go-hiking/hikes/potters-pond-fishing-and-observation-platform||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9243.674258004667
2663|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Ranger Camp|||0||https://www.wta.org/go-hiking/hikes/ranger-camp||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
404|0|0|0|0|0|0|1|0|0|0|1|0|0|0|400.0|6250.0|Table Rock|46.0304|-117.9113|0|2.0|https://www.wta.org/go-hiking/hikes/table-rock-squaw-peak|None|Eastern Washington| Palouse and Blue Mountains|1.2|4.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9656.417860353447
1607|0|0|0|0|1|0|0|1|0|0|0|0|1|0|||Sierra Park|47.8264|-122.3414|0||https://www.wta.org/go-hiking/hikes/sierra-park-for-the-blind|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9360.098098392315
2658|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Rowley's Chasm|||0||https://www.wta.org/go-hiking/hikes/rowleys-chasm||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2657|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Route Creek|||0||https://www.wta.org/go-hiking/hikes/route-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1555|0|0|0|0|1|1|1|0|0|1|0|0|0|1|100.0|1130.0|Yakima Greenway|46.625|-120.5322|0|4.0|https://www.wta.org/go-hiking/hikes/yakima-greenway|None|Central Washington| Yakima|10.0|3.75|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|9554.74567919929
2651|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Saddle Creek|||0||https://www.wta.org/go-hiking/hikes/saddle-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1465|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2400.0|5600.0|Carlton Ridge|46.7128|-121.4898|0|4.0|https://www.wta.org/go-hiking/hikes/kincaid|None|South Cascades| White Pass/Cowlitz River Valley|17.6|2.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|9576.970548327869
466|0|0|0|0|1|1|0|0|0|0|0|0|0|1|||Magnuson Park|47.677|-122.2559|0||https://www.wta.org/go-hiking/hikes/magnuson-park|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9375.840755380019
2645|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||River View|||0||https://www.wta.org/go-hiking/hikes/river-view||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2852|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Lower Chiwawa ORV|||0||https://www.wta.org/go-hiking/hikes/lower-chiwawa-orv||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1413|0|0|0|0|1|1|0|0|0|0|0|0|0|1|260.0|340.0|Briggs Lake|48.5977|-123.1317|0|0.0|https://www.wta.org/go-hiking/hikes/briggs-lake|None|Puget Sound and Islands| San Juan Islands|4.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9184.58635353192
1411|0|0|0|0|1|1|1|0|0|0|0|0|1|0|75.0|150.0|King Sisters Preserve|48.5292|-123.0989|0|0.0|https://www.wta.org/go-hiking/hikes/king-sisters-preserve|None|Puget Sound and Islands| San Juan Islands|1.4|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9191.936825781708
1410|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1110.0|510.0|Goldstream Provincial Park: Grand Loop|48.4799|-123.5483|0|0.0|https://www.wta.org/go-hiking/hikes/goldstream-provincial-park-grand-loop|None|Puget Sound and Islands| San Juan Islands|5.6|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9200.514346624279
1406|0|0|0|0|0|0|0|1|0|0|0|0|1|0|2250.0|6150.0|Midnight Mountain|48.7285|-118.5216|0|0.0|https://www.wta.org/go-hiking/hikes/midnight-mountain|None|Eastern Washington| Okanogan Highlands/Kettle River Range|10.6|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9116.468432748961
2800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Mott Creek|||0||https://www.wta.org/go-hiking/hikes/mott-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2691|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Ptarmigan Creek|||0||https://www.wta.org/go-hiking/hikes/ptarmigan-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2849|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Madcat Meadow|||0||https://www.wta.org/go-hiking/hikes/madcat-meadow||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2835|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Miller Creek Falls|48.7068|-120.9186|0||https://www.wta.org/go-hiking/hikes/miller-creek-falls||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9249.640742023323
2830|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||McCall Gulch|||0||https://www.wta.org/go-hiking/hikes/mccall-gulch||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2405|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Edward Peak (7280') |||0||https://www.wta.org/go-hiking/hikes/edward-peak-7280-aka-the-mole||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2842|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Lucky Pass|||0||https://www.wta.org/go-hiking/hikes/lucky-pass||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2831|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Middle Service|||0||https://www.wta.org/go-hiking/hikes/middle-service||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2817|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Meadow Loop Natures|||0||https://www.wta.org/go-hiking/hikes/meadow-loop-natures||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2823|0|0|0|0|0|0|0|0|0|1|0|0|0|1|||McNary National Wildlife Refuge|||0||https://www.wta.org/go-hiking/hikes/mcnary-national-wildlife-refuge||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2827|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Middle Falls|||0||https://www.wta.org/go-hiking/hikes/middle-falls||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
470|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Hurley Road Snowshoe|||1||https://www.wta.org/go-hiking/hikes/hurley-road-snowshoe||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2380|0|0|0|0|0|0|0|0|1|1|1|0|0|1|||South Cle Elum Ridge |||1||https://www.wta.org/go-hiking/hikes/south-c-le-elum-ridge-west-5040||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1445|1|0|1|0|0|0|0|0|0|0|0|0|0|1|||Hope Island Marine State Park|47.191|-122.9249|1||https://www.wta.org/go-hiking/hikes/hope-island-marine-state-park|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9435.331047262907
1444|1|0|1|0|1|0|0|0|0|0|0|0|0|0|||Ocean City State Park|47.0315|-124.1568|1||https://www.wta.org/go-hiking/hikes/ocean-city-state-park|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9462.666792774606
2381|0|0|0|0|0|0|1|0|0|0|1|0|0|0|||Bessequartz Peak|||1||https://www.wta.org/go-hiking/hikes/bessequartz||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1418|0|0|0|0|0|0|0|1|0|0|0|0|0|0|280.0|660.0|Sunrise Rock|48.648|-122.846|1|0.0|https://www.wta.org/go-hiking/hikes/sunrise-rock|Discover Pass|Puget Sound and Islands| San Juan Islands|1.4|0.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9176.959006052626
1453|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Fourth of July Pass Recreation Area|47.6206|-116.531|1||https://www.wta.org/go-hiking/hikes/fourth-of-july-pass-recreation-area||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9316.756134721016
1458|0|0|0|0|0|0|0|0|0|0|0|0|0|0|210.0|2630.0|Geophysical Trails|48.2538|-117.132|1|0.0|https://www.wta.org/go-hiking/hikes/geophysical-trails|Discover Pass, Sno-Parks Permit|Eastern Washington| Selkirk Range|6.6|0.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|9149.85003407489
1608|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Sexagenarian Peak|||1||https://www.wta.org/go-hiking/hikes/sexagenarian-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2837|0|0|0|0|0|0|1|1|0|1|0|0|0|1|900.0|3000.0|Middle Fork Nooksack River Snowshoe|48.7462|-121.9467|1|2.0|https://www.wta.org/go-hiking/hikes/middle-fork-nooksack-river-snowshoe||North Cascades| Mount Baker Area|7.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9130.47669176475
1417|1|1|0|0|1|1|0|0|0|0|0|0|0|0|||George C Reifel Migratory Bird Sanctuary|49.0985|-123.1784|1||https://www.wta.org/go-hiking/hikes/george-c-reifel-migratory-bird-sanctuary|Refuge Entrance Pass|nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9226.51015675634
1467|0|0|0|0|1|0|0|0|0|1|0|0|0|1|||Klickitat Haul Road|45.8259|-121.0979|1||https://www.wta.org/go-hiking/hikes/klickitat-haul-road|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9569.022027892708
1478|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2800.0|5000.0|Snagtooth Mountain|46.248000000000005|-121.8154|1|5.0|https://www.wta.org/go-hiking/hikes/snagtooth-mountain|Northwest Forest Pass|Southwest Washington| Lewis River Region|9.6|3.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9688.422071175262
1484|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1900.0|3500.0|Bluff Trail|46.0608|-121.9721|1|4.0|https://www.wta.org/go-hiking/hikes/spencer-creek-trail|Northwest Forest Pass|Southwest Washington| Lewis River Region|4.4|2.25|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9710.778493055683
2377|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Snowshed Head |||1||https://www.wta.org/go-hiking/hikes/snowshed-head-3796||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1536|0|0|0|0|1|0|1|0|0|1|0|0|0|1|||Interurban Trail (South)|47.4659|-122.24799999999999|1||https://www.wta.org/go-hiking/hikes/interurban-trail-south|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9399.083834647327
445|0|0|0|0|1|0|0|0|0|0|0|1|1|0|||Shepperd's Dell State Natural Area|45.5465|-122.1974|1||https://www.wta.org/go-hiking/hikes/shepperds-dell-state-natural-area|Oregon State Parks Day-Use|nan|NaN|||0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9610.594702364126
1537|0|0|0|0|1|0|0|0|0|0|0|0|1|0|||Big Rock Trail|47.6002|-122.04799999999999|1||https://www.wta.org/go-hiking/hikes/big-rock-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9382.448022300046
1538|0|0|0|0|1|0|1|0|0|1|0|0|0|0|||Tammi Wilson Memorial Trail (Gages Slough Trail)|48.46|-122.3391|1||https://www.wta.org/go-hiking/hikes/tammi-wilson-memorial-trail-gages-slough-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9290.096200955477
2379|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1700.0|4205.0|Swauk Ridge |||1|1.0|https://www.wta.org/go-hiking/hikes/swauk-ridge-4205||Central Cascades| Entiat Mountains/Lake Chelan|5.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2642|0|0|1|0|0|0|0|1|0|1|0|0|0|1|||Salmo Cabin|||1||https://www.wta.org/go-hiking/hikes/salmo-cabin||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1407|0|0|0|0|1|0|0|0|0|0|0|0|1|1|160.0|2500.0|Curlew Lake State Park - Curlew Lake Nature Trail|48.7178|-118.6641|1|0.0|https://www.wta.org/go-hiking/hikes/curlew-lake-nature-trail|Discover Pass|Eastern Washington| Okanogan Highlands/Kettle River Range|1.6|0.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9119.180874585949
1412|0|0|0|0|1|0|0|0|0|0|0|0|1|0|80.0|210.0|Frazer Homestead Preserve|48.4649|-123.0243|1|0.0|https://www.wta.org/go-hiking/hikes/frazer-homestead-preserve|None|Puget Sound and Islands| San Juan Islands|2.6|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9198.520733713143
2627|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Salt Creek|||1||https://www.wta.org/go-hiking/hikes/salt-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1283|1|0|0|0|0|0|0|0|0|0|0|0|1|1|2180.0|960.0|Strawberry Bay and Reef Point|48.5867|-122.6955|1|0.0|https://www.wta.org/go-hiking/hikes/strawberry-bay-and-reef-point|None|Puget Sound and Islands| San Juan Islands|10.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9182.630019307308
